hospital_name,facility_type,district,latitude,longitude,ownership_type,ownership_encoded,tier,tier_encoded,specialties,opd_fee_npr,emergency_available,bed_capacity,rating,ambulance_service,parking_available,phone
Swastha Chauki Bhadariya,clinic,Biratnagar,26.7544173936442,86.4803924853164,Private,2,Budget,0,Dermatology,396,False,0,2.6,False,False,
The Skin Hospital,hospital,Kathmandu,,,Private,2,Premium,2,"Infectious Disease, Pulmonology, Cardiology, Endocrinology, Urology, General Surgery",2151,True,490,4.1,True,True,
पावरा आधारभुत स्वास्थ केन्द्र शितगङ्गा नगरपालिका-१४ पावरा अर्घाखाँची,hospital,Hetauda,27.7743224264746,83.2000045912243,Private,2,Premium,2,"Dermatology, Neurology, Pulmonology, General Medicine, Cardiology, Gastroenterology",2596,True,267,4.2,False,True,
सिद्धान्त अस्पताल,hospital,Birgunj,28.0539629167297,81.6164510195972,Private,2,Standard,1,"General Medicine, Gastroenterology, Cardiology, Urology",899,True,133,3.9,False,False,
छिल्लिकोट सामुदायिक स्वास्थ्य इकाई,hospital,Makwanpur,28.1514458755612,82.3981030531104,Community/NGO,1,Budget,0,"Gastroenterology, General Surgery",405,False,15,3.0,True,True,
चन्खेली फार्मा अथवा स्वास्थ किलिनिक,clinic,Biratnagar,29.1482093957388,81.6143784263995,Private,2,Budget,0,Infectious Disease,510,False,0,3.0,True,False,
Harapur Health Post 8 Parsagadhi MP,clinic,Biratnagar,27.1476249605495,84.8795546749742,Private,2,Budget,0,Dermatology,339,False,0,2.9,False,False,
Kirtipur Phect Hospital,hospital,Kathmandu,27.6825388265249,85.2737268312967,Private,2,Standard,1,"Cardiology, Endocrinology, Pulmonology, General Medicine",711,False,58,3.3,True,True,
नेपालगन्ज उपनगरपालिका शहरि स्वास्थ केन्द्र,hospital,Gorkha,28.042928979392,81.6161839721621,Private,2,Premium,2,"Infectious Disease, Urology, General Surgery, Endocrinology, Gastroenterology, Neurology",1376,True,452,4.6,True,True,
जीवन रक्षा मेडिकल सेन्टर,clinic,Dolpa,28.1351138210466,82.29910422709,Private,2,Standard,1,"Infectious Disease, General Medicine, Dermatology",503,False,0,3.8,False,True,
आधारभुत स्वास्थ्य चौकि,clinic,Sunsari,28.2127341839278,81.5933608880109,Private,2,Budget,0,Infectious Disease,281,True,0,3.3,False,False,
Bahuarwa Bhata Hospital,hospital,Kathmandu,27.0555652607093,84.8116945354244,Private,2,Premium,2,"Pulmonology, Gastroenterology, Cardiology, Endocrinology, Orthopedics, Dermatology",2171,True,165,4.8,False,True,
Sindhuli Poly Clinic,clinic,Mustang,27.2163856517763,85.9109843217539,Private,2,Budget,0,"Gastroenterology, Dermatology",311,False,0,2.7,False,False,
Dr. Murali Prasad Singh (Physician),clinic,Bardiya,26.5356254971153,86.7500304314194,Private,2,Budget,0,Infectious Disease,503,False,0,2.5,False,True,
Model Hospital Nawalpur 1 Lalbanhi MP,hospital,Baglung,27.0673408288397,85.5879897784384,Private,2,Premium,2,"Gastroenterology, Cardiology, Urology, Pulmonology, Dermatology, Infectious Disease",2426,True,453,3.8,True,False,
Madhubani Health post,clinic,Dolpa,27.4811482638984,83.3030682211888,Private,2,Budget,0,"Gastroenterology, Infectious Disease",204,False,0,3.3,False,False,
Nirvana,clinic,Kathmandu,27.6710327365815,85.3117032229191,Private,2,Standard,1,"General Medicine, Dermatology",1400,True,0,4.0,False,True,
नेपाल पशु अस्पताल,hospital,Kathmandu,27.6948214997973,85.3112843792176,Private,2,Premium,2,"Dermatology, Infectious Disease, Neurology, General Surgery, Pulmonology, Cardiology",2901,True,314,4.8,False,True,
Ka-Gaun Basic Health Care Center,clinic,Lamjung,28.6041275717103,80.4878662302191,Private,2,Budget,0,"Gastroenterology, General Medicine",462,False,0,2.8,False,False,
ग्लोबल अस्पताल,hospital,Kathmandu,27.6670719520559,85.3330203305271,Private,2,Premium,2,"Neurology, Pulmonology, General Surgery, Orthopedics, Dermatology, Urology",1932,True,166,4.5,True,True,
Mahadev Health Care Pvt. Ltd,clinic,Lalitpur,26.9948179203735,85.2039956833204,Private,2,Budget,0,Infectious Disease,457,False,0,2.9,False,True,
BioMed Hospital,hospital,Lamjung,,,Private,2,Standard,1,"General Medicine, General Surgery, Gastroenterology, Cardiology",1224,True,59,3.0,True,False,
मथुराहरद्वार स्वास्थ्य चौकी,clinic,Pokhara,28.1756267442074,81.3357314431275,Private,2,Standard,1,Infectious Disease,1237,False,0,3.6,False,True,
Civil Dental Home,clinic,Kathmandu,27.7032862999932,85.3194749235416,Private,2,Standard,1,Dermatology,1037,False,0,3.2,False,False,
magalapur samudaik swasthe cauki,hospital,Makwanpur,27.4751624953851,83.7246551520399,Private,2,Premium,2,"Neurology, Endocrinology, Gastroenterology, Cardiology, Dermatology, Pulmonology",1530,True,461,4.2,False,True,
"ईला स्वास्थ्य चौकी, डोल्पा",clinic,Syangja,29.0584404700359,82.5400663413318,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",355,False,0,3.2,False,True,
Subah Swastik Hospital PVT,clinic,Banke,26.9898337892894,85.8912353844107,Private,2,Standard,1,"Dermatology, Infectious Disease, General Medicine",1372,False,0,3.3,False,False,
Chitre Health Post,hospital,Sunsari,,,Private,2,Premium,2,"Pulmonology, Cardiology, Dermatology, Neurology, General Surgery, Orthopedics",1451,True,427,4.1,True,True,
Waling City Polyclinic,clinic,Nepalgunj,27.9842050304823,83.7627211462073,Private,2,Budget,0,Infectious Disease,351,False,0,3.5,False,False,
Mid Western Regional Hospital,hospital,Itahari,28.6062922820238,81.6005700791114,Private,2,Standard,1,"General Medicine, Cardiology, General Surgery, Pulmonology",1225,True,166,3.3,True,True,
Kantipur Institute of Health Science,hospital,Biratnagar,,,Private,2,Premium,2,"Neurology, Infectious Disease, General Medicine, Urology, General Surgery, Cardiology",1549,True,322,4.8,True,True,
रामघाट स्वास्थ्य चौकी,clinic,Butwal,28.4797152343629,81.7436599789384,Private,2,Budget,0,"Gastroenterology, Infectious Disease",482,False,0,3.3,False,True,
Healthy Choice Clinic,clinic,Kathmandu,27.7212218964039,85.3315770506197,Private,2,Budget,0,"Gastroenterology, General Medicine",260,False,0,3.5,False,True,
Lalparsa Swastha Chauki,clinic,Nepalgunj,27.0894107989907,84.9097899599207,Private,2,Budget,0,"Infectious Disease, Gastroenterology, General Medicine",287,False,0,3.0,False,False,
LPH MEDICAL OPD,hospital,Kaski,27.6962999836981,83.4644168397938,Private,2,Premium,2,"Infectious Disease, General Surgery, Orthopedics, Gastroenterology, General Medicine, Neurology",1458,True,115,4.6,True,True,
Gauri Health Post,hospital,Lamjung,28.7754899662176,81.655439945123,Private,2,Standard,1,"Endocrinology, Neurology, Urology, General Surgery",546,True,156,3.6,False,True,9858050309
Public Health Post,hospital,Kathmandu,,,Private,2,Standard,1,"Orthopedics, Dermatology, Endocrinology, Urology",1046,True,81,4.0,True,True,
Uniwue Medical Hall,clinic,Pokhara,28.1326184446528,84.0824105374635,Private,2,Budget,0,"General Medicine, Dermatology",321,False,0,3.3,True,True,
Keware bhajayang Health Post,hospital,Hetauda,27.9479253875192,83.8018994189258,Private,2,Standard,1,"General Surgery, Infectious Disease, Pulmonology, General Medicine",798,True,148,3.5,True,True,
Aadharbhut Health Center Subarna Tole,clinic,Biratnagar,27.6347436220679,84.1236491658011,Private,2,Standard,1,"Dermatology, Gastroenterology, General Medicine",540,False,0,3.2,False,True,
Saptakoshi Hospital & Nursing Home,hospital,Biratnagar,26.4472180439449,87.2776320927043,Private,2,Premium,2,"Gastroenterology, Neurology, Urology, Orthopedics, Pulmonology, General Medicine",2309,True,227,4.1,True,False,
National Eye Hospital,hospital,Parbat,27.6782160276013,84.4307854835885,Private,2,Premium,2,"Dermatology, Endocrinology, Urology, Pulmonology, Cardiology, Infectious Disease",1303,True,291,3.8,True,True,
देहिमान्डोै स्वास्थ चाैकी,clinic,Dharan,29.5239509204492,80.4677199906654,Private,2,Standard,1,General Medicine,1464,True,0,3.1,False,True,
"मुडकेचुला गाउँपालिका स्वास्थ्य शाखा, डोल्पा",clinic,Myagdi,29.0539501168678,82.5175760187366,Private,2,Budget,0,"Gastroenterology, Dermatology, General Medicine",342,True,0,3.2,False,False,
Biratnagar Eye Hospital,hospital,Birgunj,,,Private,2,Premium,2,"Gastroenterology, General Surgery, Orthopedics, Infectious Disease, Neurology, Pulmonology",2899,True,109,3.6,True,True,
Aadharbhut Swasth Kendra bathnaha,clinic,Kathmandu,,,Private,2,Budget,0,"General Medicine, Dermatology, Gastroenterology",268,False,0,2.8,False,False,
"Lahan Swastha Chauki, Ward No.10",clinic,Bardiya,26.7301196812678,86.4827880332434,Private,2,Budget,0,"General Medicine, Infectious Disease",338,False,0,3.3,False,False,
चाल्सा स्वाथ्य चौकि,clinic,Sarlahi,29.0639466260496,81.3725032714449,Private,2,Standard,1,"General Medicine, Dermatology",1394,True,0,4.1,True,True,
Suvechhya Hospital,hospital,Sarlahi,,,Private,2,Premium,2,"Gastroenterology, Pulmonology, Endocrinology, General Surgery, Cardiology, General Medicine",2619,True,300,4.4,True,True,
Chitwan Hospital,hospital,Nepalgunj,27.6813017414355,84.4304398977206,Private,2,Premium,2,"Pulmonology, Urology, General Medicine, General Surgery, Dermatology, Orthopedics",1105,True,102,4.7,False,True,
सिर्प स्वास्थ्य चौकी,clinic,Rupandehi,28.2398299432217,82.8275680509353,Private,2,Budget,0,"General Medicine, Infectious Disease",528,False,0,2.6,False,False,
Makaibari Health Post,clinic,Dharan,27.6727869850967,86.0143139933251,Private,2,Standard,1,Infectious Disease,754,False,0,3.8,False,True,
Vaishnavi Hospital Pvt. Ltd.,hospital,Kathmandu,,,Private,2,Premium,2,"Endocrinology, Urology, Neurology, Infectious Disease, General Surgery, Pulmonology",2686,True,248,4.0,False,False,081528330
नेशनल प्याथ ल्याब एण्ड रिसर्च सेन्टर,clinic,Hetauda,28.1354348479381,82.297820873895,Private,2,Budget,0,Infectious Disease,307,False,0,3.4,False,True,
asha hospital,hospital,Pokhara,27.6809480251216,84.4333860528671,Private,2,Premium,2,"Orthopedics, Neurology, Endocrinology, Urology, Cardiology, Pulmonology",2094,True,151,3.7,True,True,
Sanhaitha Health Care Center,clinic,Butwal,26.644194025808,86.2516168200985,Private,2,Standard,1,"Infectious Disease, General Medicine",618,False,0,3.0,False,True,
Jigadawa Beldhuswa Sawasthya Chauki,clinic,Pokhara,26.8660525254319,85.2739638715184,Private,2,Budget,0,Gastroenterology,200,False,0,3.1,False,True,
Community Health Unit Daduwa,clinic,Biratnagar,27.7175413189014,85.6918425645866,Private,2,Standard,1,Gastroenterology,1164,False,0,3.2,False,True,
Simariya Swasthaya Chauki,clinic,Biratnagar,26.5764274282975,87.2491378966849,Private,2,Budget,0,"Dermatology, Gastroenterology, Infectious Disease",377,False,0,3.1,False,False,
Ahamad Medical Stores,clinic,Syangja,27.4910629657053,83.2876858363038,Private,2,Budget,0,"Gastroenterology, General Medicine, Dermatology",523,False,0,3.2,False,False,
Amarapuri BHCC,clinic,Birgunj,27.6863782410926,84.2580851696965,Private,2,Standard,1,"General Medicine, Dermatology, Gastroenterology",1119,False,0,3.1,False,True,
हयात होमियो र आयुर्वेदिक फार्मेसी,clinic,Kathmandu,27.6776511711464,85.3470722559214,Private,2,Budget,0,Dermatology,388,False,0,3.3,True,False,
saha medical,clinic,Itahari,27.4278360907726,85.0420337608602,Private,2,Budget,0,"Dermatology, Infectious Disease",366,False,0,3.1,False,True,
Sharmali Health Center,clinic,Itahari,,,Private,2,Budget,0,Dermatology,242,False,0,3.1,False,False,
Rouniyar Janashewa Homeopathic Clinic,clinic,Nepalgunj,26.7226310375154,86.4840102823642,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",561,False,0,3.5,True,True,
"Jetharhiya Birthing Center, Jetharhiya",clinic,Birgunj,26.8734106629518,85.2987090937053,Private,2,Budget,0,Dermatology,481,True,0,3.4,False,False,
Jang Community Health Care Unit,clinic,Sunsari,28.6438674319413,82.7372283176263,Private,2,Budget,0,"General Medicine, Gastroenterology",335,False,0,3.1,False,False,
"सर्मी स्वास्थ्य चौकी, डोल्पा",clinic,Kathmandu,29.0692376186089,82.4727519474976,Private,2,Standard,1,Dermatology,1239,False,0,3.3,False,True,
Swasthya Chauki Theliya,clinic,Lalitpur,26.6304456929467,86.8602253846038,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",268,True,0,2.6,False,True,
पसेला स्वास्थ्य चौकी,clinic,Bardiya,29.1726988860599,81.3905694579071,Private,2,Standard,1,Dermatology,918,False,0,3.1,False,False,
Jorpati Pathology Lab,clinic,Kathmandu,27.7160735638367,85.3823831185156,Private,2,Budget,0,Gastroenterology,513,False,0,3.2,False,True,
jarayotar helthpost,hospital,Nepalgunj,,,Private,2,Standard,1,"Neurology, General Medicine, Endocrinology, Infectious Disease",801,False,175,3.9,True,False,
ह्रराबोट,hospital,Lalitpur,27.896909939682,83.295749981528,Private,2,Premium,2,"Infectious Disease, Gastroenterology, Endocrinology, General Surgery, Pulmonology, Dermatology",1664,True,311,3.6,True,False,
Kot Urban Health Post,hospital,Gorkha,28.4028280365522,81.9228167890259,Private,2,Premium,2,"General Medicine, Endocrinology, Neurology, Orthopedics, Gastroenterology, Pulmonology",1117,True,400,4.5,True,True,
Udayadev Health post Shivanath 4 Baitadi,clinic,Butwal,29.3791293194265,80.3679122271697,Private,2,Budget,0,Infectious Disease,520,False,0,2.9,False,False,
Pulu Bazar Medical Hall,clinic,Kathmandu,29.5771632651081,82.3933882325753,Private,2,Standard,1,"Infectious Disease, General Medicine",1335,False,0,3.1,False,True,
MHP Marbhung SHP,hospital,Myagdi,28.1765499270229,83.1278399252997,Private,2,Premium,2,"Infectious Disease, Dermatology, Urology, General Surgery, General Medicine, Cardiology",1021,True,160,5.0,True,True,
Gorkha Memorial Hospital pvt.ltd,hospital,Bhaktapur,27.9940844444768,84.5694731240497,Private,2,Premium,2,"Endocrinology, Pulmonology, Urology, Cardiology, General Surgery, Orthopedics",2687,True,109,3.5,True,True,
Bharoul Health Post,clinic,Sunsari,26.7478179859996,87.1839065734274,Private,2,Budget,0,"Infectious Disease, General Medicine, Gastroenterology",382,False,0,3.1,False,False,
kokhe aahale urban health center,clinic,Lalitpur,28.023592683142,84.6666640573746,Private,2,Budget,0,General Medicine,312,False,0,3.3,False,False,
Senior Consultant  Dermatologist,doctors,Kathmandu,27.6868527406312,85.280515669953,Private,2,Standard,1,General Medicine,1248,True,0,3.3,False,False,
"Birti Prastoka Health Post-3, Birti Prastoka, Katahariya MP",clinic,Morang,26.9975490797035,85.2490767437108,Private,2,Budget,0,"Gastroenterology, General Medicine",343,False,0,3.1,False,False,
Doctors Medical Clinic,clinic,Lalitpur,26.6496825798251,85.8002272781426,Private,2,Budget,0,Infectious Disease,290,False,0,2.9,False,True,
Khajana Polyclinic,clinic,Kathmandu,27.7057064907155,85.3484663340572,Private,2,Budget,0,"Dermatology, Infectious Disease, Gastroenterology",331,True,0,2.7,False,True,
HealthPost Representative House,clinic,Parbat,28.3023786383686,83.7210136342062,Private,2,Standard,1,Gastroenterology,1494,False,0,3.8,False,True,
मानसिक शरण,hospital,Kathmandu,27.6830327720789,85.3115908215976,Private,2,Premium,2,"Gastroenterology, Neurology, Endocrinology, Infectious Disease, Dermatology, General Medicine",1032,True,461,4.7,True,True,
Rajpur BHCC,clinic,Biratnagar,26.62731949452,86.7131968284756,Private,2,Budget,0,"Dermatology, Gastroenterology, General Medicine",475,True,0,3.4,False,False,
Anamika Health Care P.V.T 1 Lalbandhi MP,clinic,Rupandehi,27.0701865687862,85.5865935210077,Private,2,Standard,1,Gastroenterology,1173,False,0,3.2,False,True,
aadharbhut swasthya sewa kendra chhadekholaa,clinic,Pokhara,28.9325682566128,81.5445200411331,Private,2,Budget,0,"General Medicine, Infectious Disease",598,False,0,3.2,True,False,
Annapurna Samudaika Swasthya Kendra,clinic,Dharan,,,Private,2,Budget,0,"Dermatology, Gastroenterology, General Medicine",599,False,0,2.5,False,True,
Dhanras Basic Health Service Center,hospital,Tanahu,28.9332469393128,81.0771676674975,Private,2,Standard,1,"Urology, Orthopedics, General Surgery, Dermatology",1097,True,99,3.6,True,True,
Stupa community hospital,hospital,Kathmandu,27.7203028207209,85.3512058752904,Private,2,Premium,2,"Gastroenterology, Urology, Dermatology, Pulmonology, General Surgery, General Medicine",1217,True,290,4.0,False,True,
"krishna clinic, kada bazar",hospital,Lalitpur,,,Private,2,Premium,2,"Cardiology, Urology, General Medicine, Gastroenterology, General Surgery, Dermatology",2479,True,168,4.6,True,True,
Shahid Gangalal National Heart Centre,hospital,Dharan,,,Private,2,Premium,2,"Dermatology, Urology, Endocrinology, Orthopedics, Cardiology, Pulmonology",2527,False,357,5.0,True,False,
Nobel Medical College Teaching Hospital,hospital,Biratnagar,,,Private,2,Standard,1,"Dermatology, General Surgery, General Medicine, Urology",1204,True,166,3.1,True,True,021-466735
Delivery Center,clinic,Makwanpur,29.6592598995602,81.8631299270795,Private,2,Standard,1,"Dermatology, Gastroenterology, General Medicine",891,True,0,3.9,False,True,
Buddhanagar Sawastha Sanstha,clinic,Pokhara,27.3203772422411,84.6532592987244,Private,2,Budget,0,"Gastroenterology, Dermatology",534,True,0,2.8,False,True,
Upatyaka Poly Clinic,clinic,Kathmandu,27.6758793206345,85.315963241388,Private,2,Budget,0,"Gastroenterology, Infectious Disease",331,False,0,3.4,False,False,
Janakpur Madhesh Hospital Private Limited,hospital,Rupandehi,26.7431159897763,85.9192164403178,Private,2,Premium,2,"Cardiology, Dermatology, Pulmonology, General Surgery, Endocrinology, General Medicine",2781,True,220,4.5,True,True,
MHP Paudhi SHP,hospital,Makwanpur,28.2174699592209,83.2299299972105,Private,2,Premium,2,"Orthopedics, Cardiology, Infectious Disease, General Medicine, Endocrinology, Dermatology",2282,True,458,4.2,False,True,
Jana Polyclinic,clinic,Kathmandu,27.6750118774751,85.2771514254763,Private,2,Budget,0,"General Medicine, Gastroenterology, Infectious Disease",524,False,0,3.0,False,True,
इशान बाल तथा महिला अस्पताल,hospital,Kathmandu,27.7481328347328,85.3369163229412,Private,2,Premium,2,"Endocrinology, Pulmonology, Orthopedics, Neurology, Gastroenterology, General Surgery",2237,True,189,4.3,True,True,
"Aadarbhut swasthya kendra, Sainik",clinic,Kathmandu,26.7211188583639,87.1284865192915,Private,2,Budget,0,"Gastroenterology, General Medicine, Infectious Disease",482,False,0,3.1,False,True,
जनज्योति पोलिक्लिनिक,clinic,Nepalgunj,28.1289615879363,82.2968230921413,Private,2,Standard,1,"Dermatology, Gastroenterology, Infectious Disease",711,True,0,3.9,False,True,
Manisha Health Care Pvt. Ltd.,clinic,Lalitpur,27.0689982663733,85.5876311168016,Private,2,Budget,0,"Gastroenterology, Infectious Disease, Dermatology",426,False,0,3.1,False,False,
Swasthya Chauki Barawa,clinic,Pokhara,26.5862863904483,86.9045298616652,Private,2,Standard,1,"Dermatology, Gastroenterology, General Medicine",725,False,0,3.2,False,False,
Suraj Medicals,clinic,Sunsari,26.6194294414248,86.1863077965986,Private,2,Budget,0,"Gastroenterology, Dermatology, General Medicine",366,False,0,2.9,False,True,
Janaki Medical College and Teaching Hospital,hospital,Kathmandu,,,Private,2,Premium,2,"Gastroenterology, General Medicine, Endocrinology, Dermatology, Pulmonology, Neurology",1550,True,123,4.9,True,True,
Saptakoshi Hospital Pvt. Ltd,hospital,Biratnagar,26.4474759551056,87.2775903508265,Private,2,Premium,2,"Infectious Disease, Endocrinology, Pulmonology, Dermatology, Neurology, Urology",1417,True,268,3.8,True,True,
Sahri Swasth Parwadh,clinic,Makwanpur,26.9869060743299,84.9958037930019,Private,2,Budget,0,Dermatology,497,False,0,2.9,False,False,
Parkland Hospital,hospital,Palpa,,,Private,2,Premium,2,"Dermatology, Cardiology, General Medicine, Endocrinology, Orthopedics, Neurology",2289,True,359,4.1,True,True,
Shidharth Praimary Health Post 16 Lalbandhi MP,clinic,Dolpa,27.0870179332728,85.7228607192895,Private,2,Budget,0,"Infectious Disease, General Medicine, Gastroenterology",585,False,0,2.6,False,False,
Garkhakot Hospital,hospital,Butwal,28.8208805702922,82.0058503526146,Private,2,Premium,2,"Neurology, Orthopedics, Dermatology, Pulmonology, Gastroenterology, General Medicine",1809,True,328,4.4,True,True,
Gadpati Hospital P.V.T 1 Lalbandhi MP,hospital,Lalitpur,27.0670794810988,85.5887374442015,Private,2,Premium,2,"Neurology, Endocrinology, Infectious Disease, General Medicine, Urology, General Surgery",1318,True,190,4.0,True,True,
Health Rehabilitation Disable Center,hospital,Kathmandu,,,Private,2,Premium,2,"Orthopedics, Dermatology, Endocrinology, Gastroenterology, Cardiology, General Surgery",1913,True,142,3.8,True,True,
Manna Health Care and Research Center,clinic,Dharan,26.7567180584273,85.898909016766,Private,2,Budget,0,"General Medicine, Gastroenterology, Dermatology",318,False,0,3.1,False,True,
Marnas Health Care Center,clinic,Dhanusha,28.0945061823799,83.5833084366159,Private,2,Standard,1,"Gastroenterology, Infectious Disease",1247,False,0,3.5,False,True,
Janaki Polyclinic,clinic,Lalitpur,,,Private,2,Budget,0,Infectious Disease,571,False,0,3.0,False,False,
ओम समाज अस्पताल,hospital,Kathmandu,27.6863981900221,85.2591225384833,Private,2,Premium,2,"Cardiology, Urology, Pulmonology, General Surgery, Dermatology, Neurology",1888,True,400,3.8,True,True,
Basic Health Centre Patmara,hospital,Birgunj,29.3294853185866,82.1995778440838,Private,2,Premium,2,"Endocrinology, Orthopedics, General Surgery, Gastroenterology, General Medicine, Neurology",1754,True,230,4.9,True,True,
Anjila Medical Hall,clinic,Kathmandu,27.7619629749691,85.3302695575436,Private,2,Budget,0,General Medicine,275,False,0,3.4,False,False,
Swsthya Chauki,clinic,Lamjung,27.1454219449384,84.9607924996271,Private,2,Budget,0,Dermatology,445,False,0,3.1,False,False,
Koiralakot Health Post,clinic,Lalitpur,29.459407332347,81.0579187944975,Private,2,Standard,1,"General Medicine, Infectious Disease, Gastroenterology",595,False,0,3.7,False,True,
काठमाडौं जीवन ज्योति अस्पताल,hospital,Kathmandu,27.7181626693836,85.3489720980947,Private,2,Standard,1,"General Medicine, Gastroenterology, Orthopedics, Pulmonology",1007,False,179,4.1,False,True,
पञ्चाङ्गा आयुर्वेद स्वास्थ्य गृह प्रा. लि,clinic,Kathmandu,27.6764527266306,85.3445922184104,Private,2,Standard,1,"General Medicine, Infectious Disease, Gastroenterology",685,False,0,3.5,False,True,
Siddharthanagar City Hospital Pvt. Ltd.,hospital,Bardiya,,,Private,2,Premium,2,"Infectious Disease, Pulmonology, Endocrinology, Cardiology, Neurology, Gastroenterology",1940,True,378,3.6,True,True, 071-526375
Medicare National Hospital and Research Center,hospital,Banke,,,Private,2,Premium,2,"Infectious Disease, Orthopedics, Urology, Endocrinology, Pulmonology, Gastroenterology",1378,True,167,4.6,True,True,
Thargaun health post,hospital,Lalitpur,28.9093168572095,82.8122738436717,Private,2,Premium,2,"Infectious Disease, Gastroenterology, Pulmonology, Endocrinology, Urology, General Medicine",2670,True,288,3.5,True,True,
जिल्ला अस्पताल बैतडी,hospital,Dolpa,,,Government,0,Standard,1,"Gastroenterology, Orthopedics, Infectious Disease, Urology",190,True,143,4.0,True,False,
Swasthye Sakha,clinic,Lalitpur,29.5702682277386,82.3686616182134,Private,2,Standard,1,Gastroenterology,693,False,0,3.3,True,True,
Everest international Polyclicnic And Diagonistics Center,clinic,Hetauda,28.0546891248206,81.6215232444836,Private,2,Budget,0,"General Medicine, Dermatology",491,True,0,3.3,False,True,081-524274
Laxmanghat aadharbhut health post,hospital,Kathmandu,27.6636352879358,83.1207351727127,Private,2,Premium,2,"General Surgery, Dermatology, Orthopedics, Infectious Disease, Pulmonology, Gastroenterology",2004,True,477,4.6,False,True,
Pipaltaukura Urban Health Center,hospital,Morang,28.4758373468596,81.8598403653601,Private,2,Premium,2,"Neurology, Dermatology, Gastroenterology, Infectious Disease, General Medicine, Endocrinology",2931,True,326,4.8,True,False,
Pk Diagnostic Center,clinic,Butwal,,,Private,2,Standard,1,General Medicine,1246,False,0,4.1,False,False,
"Primary Health Center-5, Katahariya Bazar, Katahariya MP",clinic,Dhanusha,26.9828929867285,85.2402572213726,Private,2,Standard,1,Infectious Disease,684,False,0,3.1,False,False,
Bhaktapur Hospital Emergency Block,hospital,Kathmandu,27.6720773731741,85.4220861821918,Private,2,Premium,2,"Endocrinology, Orthopedics, Urology, Gastroenterology, Dermatology, General Surgery",2326,True,406,4.7,True,True,
Bhirkuti Polyclinic Pvt. Ltd,clinic,Kathmandu,27.7017534175409,85.3219474173397,Private,2,Budget,0,"Infectious Disease, General Medicine, Dermatology",344,False,0,3.1,False,False,
Aadharbhut Swasth Sewa Kendra,clinic,Kaski,26.6816234982483,85.7956084303989,Private,2,Budget,0,"Infectious Disease, Gastroenterology",210,True,0,3.2,False,False,
Renu Medical,clinic,Lalitpur,28.2817205998071,83.8669144890814,Private,2,Budget,0,"General Medicine, Dermatology, Infectious Disease",358,True,0,3.3,False,False,
Lamgadi Saptayek Health Clinic,clinic,Butwal,,,Private,2,Standard,1,"General Medicine, Infectious Disease",666,False,0,3.6,False,False,
Sambhabh Polycliunic,clinic,Kathmandu,27.7390783676486,85.3137376784574,Private,2,Budget,0,"Gastroenterology, Infectious Disease",290,False,0,3.2,False,True,
Tulsipur City Hospital,hospital,Sunsari,28.1307474362264,82.2975928861287,Private,2,Standard,1,"Dermatology, Cardiology, Infectious Disease, General Surgery",1337,True,77,3.8,True,False,
सुशील कोइराला प्रखर क्यान्सर अस्पताल,hospital,Gorkha,28.1295461418636,81.5731402171571,Private,2,Premium,2,"Pulmonology, Endocrinology, Cardiology, Dermatology, Infectious Disease, General Surgery",1807,True,214,3.7,True,True,
"United Mission Hospital -Tansen, Nepal",hospital,Kathmandu,,,Private,2,Standard,1,"General Medicine, Gastroenterology, Dermatology, Endocrinology",1203,True,134,3.5,True,True,+977 - 75 - 520111 / 520958
Janakpur City Hospital,hospital,Lalitpur,26.7332310437257,85.9342159398658,Private,2,Premium,2,"Neurology, Pulmonology, Urology, Infectious Disease, Cardiology, Gastroenterology",2244,False,228,4.2,True,True,
jagarnathpur prathamik kendra,hospital,Banke,27.4686240241766,83.7856521892713,Private,2,Standard,1,"Orthopedics, Dermatology, General Surgery, Infectious Disease",692,True,72,3.1,True,True,
एपोलो अल्ट्रासोनिक क्लिनिक,clinic,Itahari,28.1326503797039,82.2984940245389,Private,2,Budget,0,"Infectious Disease, Dermatology, Gastroenterology",235,False,0,3.3,False,True,
Dhiraj Pharmacy,clinic,Dharan,27.5180091918465,83.3328322755389,Private,2,Budget,0,"Gastroenterology, General Medicine",273,False,0,2.6,False,False,
Bishesagya Children's Hospital,hospital,Mustang,28.0546673318723,81.6140978841003,Private,2,Premium,2,"Urology, Cardiology, Endocrinology, Infectious Disease, Gastroenterology, Orthopedics",1147,True,282,4.3,False,True,
Nishant medical,clinic,Birgunj,28.0712328223903,81.5386201871273,Private,2,Budget,0,"Gastroenterology, Dermatology, Infectious Disease",418,False,0,2.8,True,True,9804516162
प्राथमिक स्वास्थ्य केन्द्र शिनपा-३ठाडा,hospital,Lalitpur,27.8608988528967,83.0930687734509,Private,2,Standard,1,"Endocrinology, Pulmonology, General Surgery, Dermatology",751,True,168,3.6,True,True,
Swasthy Chuaiki Samudayik Sastha Mahadiya,clinic,Biratnagar,26.7688045951654,85.8895568244812,Private,2,Standard,1,Dermatology,965,False,0,3.3,False,False,
Badalamji Health Post,hospital,Kathmandu,28.8959099192644,81.6253499185585,Private,2,Premium,2,"Neurology, Gastroenterology, General Medicine, Endocrinology, Urology, Infectious Disease",2861,True,192,3.6,False,True,9849666283
